caseid,art,female,married,kid5,phd,mentor,arttrunc,kid5_0,kid5_1,kid5_2plus,kid5cat,male,phdadeq,phdcat,phdelite,phdgood,phdstrong,profage
68,0,Male,Married,0,1.6799999,6,,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,34.241596
258,0,Male,Married,2,2.8599999,11,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,26.143745
310,1,Male,Married,1,3.9200001,0,1,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,31.863071
649,2,Male,Single,0,2.26,3,2,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,33.419395
296,1,Male,Married,0,1.78,1,1,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,29.668081
346,1,Male,Married,1,2.26,1,1,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,27.971727
269,0,Male,Married,2,2.3199999,5,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,31.366379
46,0,Male,Married,1,1.1799999,0,,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,30.320267
523,2,Male,Single,0,3.0899999,14,2,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,34.301205
728,3,Male,Single,0,3.9200001,0,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,30.668934
875,5,Male,Married,1,1.76,11,5,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,26.553026
496,1,Male,Married,0,1.8099999,0,1,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,32.42717
1,0,Male,Married,0,2.52,7,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,27.253433
568,2,Male,Married,2,4.54,2,2,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,29.487501
913,12,Male,Married,1,1.86,5,12,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,31.942453
830,4,Male,Single,0,4.29,19,4,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.561131
132,0,Male,Married,1,3.3599999,23,,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,26.453936
772,3,Male,Single,0,3.54,12,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,27.304506
831,4,Male,Single,0,3.6900001,7,4,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,31.057394
375,1,Male,Married,1,2,11,1,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,25.222319
209,0,Male,Married,3,2.8599999,7,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,29.461258
733,3,Male,Married,1,1.8,4,3,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,32.043503
218,0,Male,Married,0,4.29,6,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,29.130533
614,2,Male,Single,0,2.3900001,4,2,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,32.865791
812,4,Male,Married,1,1.86,47,4,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,35.481308
437,1,Male,Single,0,3.9200001,2,1,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,28.443277
451,1,Male,Married,0,4.3400002,10,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,29.121504
182,0,Male,Married,1,2.21,19,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,34.07988
424,1,Female,Married,1,2.8299999,5,1,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,10.537462
596,2,Female,Married,1,3.6900001,10,2,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,16.352543
284,1,Female,Single,0,2.1400001,6,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.85553
712,3,Female,Married,0,2.1199999,3,3,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,10.092793
564,2,Female,Married,0,.92000002,0,2,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,11.238603
65,0,Female,Married,0,2.54,1,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.96738
820,4,Female,Married,0,3.1900001,8,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.660997
411,1,Female,Single,0,4.25,2,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,17.277903
12,0,Female,Single,0,.755,13,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,14.645168
229,0,Female,Married,0,2,6,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.522234
818,4,Female,Single,0,2.5,10,4,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,18.379097
834,4,Female,Married,0,2.3599999,5,4,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,18.060846
460,1,Female,Married,0,1.1799999,1,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,12.422394
158,0,Female,Married,0,1.78,1,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,15.713262
539,2,Female,Married,0,3.5899999,0,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,14.618027
637,2,Female,Married,0,4.6199999,23,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,17.15074
161,0,Female,Married,0,2.5799999,3,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.560844
138,0,Female,Single,0,3.5899999,4,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,21.500685
852,5,Female,Single,0,3.75,13,5,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.033249
456,1,Female,Single,0,1.63,8,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,12.657927
474,1,Female,Married,0,1.75,0,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,13.555624
844,4,Female,Married,0,1.78,4,4,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,21.330072
552,2,Female,Single,0,2.05,2,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,18.906668
499,1,Female,Single,0,3.1900001,18,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,13.762145
31,0,Female,Single,0,2.3900001,0,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.1249
653,2,Female,Married,1,2,7,2,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,19.940632
385,1,Female,Single,0,4.29,6,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,15.82261
264,0,Female,Single,0,3.1900001,0,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,12.228812
212,0,Female,Single,0,3.6199999,8,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,10.993171
181,0,Female,Married,1,2.54,0,,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,13.910717
237,0,Female,Single,0,3.3599999,3,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.075089
118,0,Female,Married,1,2.55,0,,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,17.242825
7,0,Female,Single,0,3.1900001,3,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,10.912586
829,4,Female,Single,0,2.3199999,8,4,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.060771
257,0,Female,Married,0,2.3900001,2,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.27663
672,2,Female,Married,1,4.29,4,2,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,18.239891
124,0,Female,Single,0,2.0999999,1,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,19.583479
670,2,Female,Married,0,3.5899999,11,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,13.127772
599,2,Female,Single,0,4.54,5,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,14.705285
667,2,Female,Married,0,2.96,8,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,12.398805
487,1,Female,Single,0,4.29,17,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,13.219109
200,0,Female,Married,2,1.255,0,,No,No,Yes,2-3-kids,Female,Yes,Adequate,No,No,No,16.831339
880,6,Female,Married,2,1.86,38,6,No,No,Yes,2-3-kids,Female,Yes,Adequate,No,No,No,15.910768
572,2,Female,Married,0,3.1900001,5,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.636215
641,2,Female,Single,0,3.3599999,7,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.124887
687,2,Female,Single,0,3.1900001,10,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.974325
285,1,Female,Single,0,4.29,22,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,17.250319
485,1,Female,Married,0,1.76,8,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,15.978401
691,2,Female,Married,0,1.45,7,2,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,14.27011
692,2,Female,Married,1,3.3399999,4,2,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,14.376703
471,1,Female,Married,0,3.5899999,32,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,7.4045138
605,2,Female,Single,0,2.8599999,3,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,22.480423
219,0,Female,Married,0,4.6199999,5,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,15.239098
534,2,Female,Single,0,2.5799999,5,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.83462
870,5,Female,Married,0,2.8599999,24,5,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.401619
695,2,Female,Single,0,3.6900001,7,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,20.160868
461,1,Female,Married,2,3.0899999,9,1,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,12.841516
225,0,Female,Married,0,3.47,2,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,20.368387
99,0,Female,Married,2,3.75,4,,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,12.586061
720,3,Female,Single,0,4.29,10,3,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,18.013588
15,0,Female,Married,0,1.79,0,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,9.448637
785,4,Female,Married,0,4.54,16,4,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,19.580866
73,0,Female,Married,0,1.79,1,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,16.430229
191,0,Female,Single,0,1.79,0,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,17.313555
887,6,Female,Single,0,4.54,12,6,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,18.533648
391,1,Female,Married,0,4.54,13,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,10.45516
711,3,Female,Married,1,2.3199999,5,3,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,10.159749
738,3,Female,Single,0,2.52,4,3,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.96278
833,4,Female,Single,0,4.6199999,3,4,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,15.537779
472,1,Female,Single,0,3.8499999,18,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.644517
684,2,Female,Married,0,1.48,9,2,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,14.874966
401,1,Female,Single,0,4.54,37,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,14.72243
542,2,Female,Single,0,3.21,0,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,19.370182
242,0,Female,Single,0,2.8299999,1,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.587105
349,1,Female,Single,0,1.4,2,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,16.319603
591,2,Female,Married,0,1.86,5,2,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,12.911766
508,1,Female,Single,0,3.3599999,34,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.550672
492,1,Female,Single,0,1.655,0,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,17.97876
223,0,Female,Married,0,2.96,8,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,19.069937
892,6,Female,Married,0,4.29,1,6,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,16.664469
819,4,Female,Married,1,3.54,12,4,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,8.4945993
718,3,Female,Single,0,2.3900001,11,3,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,21.673681
357,1,Female,Single,0,1.4,3,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,19.989183
770,3,Female,Single,0,3.3599999,2,3,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.691717
731,3,Female,Married,0,3.75,6,3,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,12.952778
782,3,Female,Single,0,4.29,5,3,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,15.100089
50,0,Female,Married,0,3.9200001,8,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,11.719896
253,0,Female,Single,0,3.6900001,4,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,14.102242
2,0,Female,Single,0,2.05,6,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,21.521992
452,1,Female,Single,0,3.3599999,4,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,11.872373
651,2,Female,Single,0,4.29,4,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,10.719515
740,3,Female,Married,0,3.3599999,11,3,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.869482
741,3,Female,Married,0,4.29,21,3,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,21.364077
431,1,Female,Married,0,2.3900001,7,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.379562
823,4,Female,Married,0,2.5799999,14,4,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.749172
389,1,Female,Single,0,2.5799999,2,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,20.988844
6,0,Female,Married,2,3.5899999,2,,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,10.145215
633,2,Female,Single,0,3.47,5,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.564356
450,1,Female,Single,0,3.9200001,4,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.052023
638,2,Female,Single,0,3.0899999,6,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.752765
134,0,Female,Married,1,4.29,4,,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,12.250314
536,2,Female,Single,0,4.6199999,12,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,16.937572
5,0,Female,Single,0,3.75,26,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.206188
14,0,Female,Married,0,3.4000001,4,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,9.5864468
679,2,Female,Married,0,3.75,8,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,19.26409
317,1,Female,Married,0,1.64,22,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,13.356833
144,0,Female,Married,1,3.3599999,3,,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,21.758707
890,6,Female,Single,0,4.54,15,6,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,16.693811
127,0,Female,Married,1,4.29,9,,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,13.201349
415,1,Female,Single,0,2.52,0,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.392079
764,3,Female,Married,1,3.3599999,3,3,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,11.929242
576,2,Female,Married,0,2.5799999,5,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.735909
241,0,Female,Single,0,4.29,0,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,9.3562593
333,1,Female,Married,0,2.8699999,18,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.118853
141,0,Female,Married,1,2.5,0,,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,18.470203
752,3,Female,Married,1,1.86,1,3,No,Yes,No,1-kid,Female,Yes,Adequate,No,No,No,12.423452
824,4,Female,Married,0,1.28,4,4,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,14.061839
193,0,Female,Single,0,2.5,0,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.065432
839,4,Female,Single,0,2.5599999,23,4,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,12.064737
797,4,Female,Married,0,3.4000001,5,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.28562
877,5,Female,Single,0,3.6199999,3,5,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.922045
3,0,Female,Single,0,3.75,6,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.187496
224,0,Female,Married,0,3.6900001,3,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,18.583651
828,4,Female,Single,0,3.1500001,8,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.753005
674,2,Female,Married,1,4.29,11,2,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,22.072758
236,0,Female,Single,0,1.4,14,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,15.517703
344,1,Female,Married,0,1.28,2,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,13.035545
783,3,Female,Married,1,1.22,3,3,No,Yes,No,1-kid,Female,Yes,Adequate,No,No,No,17.140366
255,0,Female,Single,0,4.29,3,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,16.870668
664,2,Female,Married,1,3.4000001,4,2,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,16.364166
302,1,Female,Married,0,2.6099999,7,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.710209
384,1,Female,Single,0,3.5899999,8,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,9.2794247
867,5,Female,Married,1,3.8499999,1,5,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,14.64108
42,0,Female,Married,1,2.8599999,3,,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,16.344631
358,1,Female,Married,0,2.1199999,0,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.503845
72,0,Female,Married,2,2.5799999,0,,No,No,Yes,2-3-kids,Female,No,Good,No,Yes,No,13.63297
140,0,Female,Single,0,1.505,3,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,16.523188
613,2,Female,Married,0,2.1199999,2,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.72131
101,0,Female,Single,0,3.75,5,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.471592
350,1,Female,Single,0,.92000002,4,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,13.686392
527,2,Female,Married,0,3.0899999,2,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.961623
304,1,Female,Married,0,3.1900001,3,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.120289
681,2,Female,Married,0,3.4100001,31,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.112009
851,5,Female,Married,0,2.26,16,5,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.835843
52,0,Female,Married,2,1.97,0,,No,No,Yes,2-3-kids,Female,Yes,Adequate,No,No,No,16.333609
790,4,Female,Single,0,1.4,3,4,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,17.24501
697,2,Female,Married,1,4.54,7,2,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,12.94183
592,2,Female,Single,0,4.29,1,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,10.791258
791,4,Female,Married,0,4.3400002,6,4,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,13.998887
410,1,Female,Married,1,2.26,9,1,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,18.23908
581,2,Female,Single,0,3.3599999,4,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.784012
205,0,Female,Married,0,2.1199999,2,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,19.896252
178,0,Female,Single,0,4.29,5,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,13.916316
457,1,Female,Single,0,4.6199999,10,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,13.461024
573,2,Female,Married,1,3.6900001,15,2,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,19.009626
879,6,Female,Married,0,2.0999999,36,6,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.120019
571,2,Female,Married,0,3.3599999,8,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.748474
569,2,Female,Married,2,3.8499999,47,2,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,18.003235
142,0,Female,Married,0,4.6199999,0,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,8.6011257
565,2,Female,Single,0,4.29,15,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,16.503092
231,0,Female,Married,1,2,9,,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,13.249778
57,0,Female,Single,0,3.21,2,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,9.2639103
559,2,Female,Married,0,3.5899999,5,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.004532
256,0,Female,Single,0,4.1399999,2,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,12.82409
320,1,Female,Married,0,4.29,6,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,21.166187
555,2,Female,Married,0,1.8,10,2,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,14.649602
179,0,Female,Married,2,4.54,6,,No,No,Yes,2-3-kids,Female,No,Elite,Yes,No,No,18.220987
280,1,Female,Married,1,3.0899999,12,1,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,14.343208
204,0,Female,Single,0,2.96,4,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,18.655491
416,1,Female,Single,0,2.26,4,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,8.4749947
29,0,Female,Single,0,3.0899999,0,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,10.849409
44,0,Female,Married,1,3.3599999,3,,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,16.653072
107,0,Female,Married,0,3.75,7,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.164503
838,4,Female,Single,0,3.1900001,3,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.342955
540,2,Female,Single,0,4.29,5,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,15.014809
122,0,Female,Single,0,3.3599999,9,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,14.636487
811,4,Female,Married,0,2.26,3,4,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.093657
593,2,Female,Married,0,3.9200001,7,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.291904
530,2,Female,Single,0,2.26,3,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,11.667279
528,2,Female,Single,0,3.6900001,4,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,14.868748
639,2,Female,Single,0,2.3199999,4,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.609612
526,2,Female,Single,0,1.63,6,2,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,13.317263
678,2,Female,Married,2,4.54,48,2,No,No,Yes,2-3-kids,Female,No,Elite,Yes,No,No,11.40688
521,1,Female,Married,0,1.8099999,11,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,12.851964
490,1,Female,Married,0,3.6900001,1,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.27182
80,0,Female,Single,0,3.21,5,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.647137
689,2,Female,Married,2,3.21,2,2,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,14.639505
765,3,Female,Married,0,3.6900001,12,3,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,18.213856
700,3,Female,Single,0,4.29,12,3,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,15.355235
739,3,Female,Married,0,1.1799999,0,3,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,14.325702
137,0,Female,Married,1,3.5899999,14,,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,18.550621
166,0,Female,Single,0,3.54,5,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.145832
874,5,Female,Married,0,3.21,19,5,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,12.264235
556,2,Female,Single,0,3.0899999,0,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,21.519791
192,0,Female,Married,1,4.29,6,,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,14.824216
308,1,Female,Single,0,2.26,4,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.800607
